article,entity,start,end,highest_ratio,best_match_annotation_article,best_match_annotation_entity,best_match_similarity_ratio,best_match_annotation_start,best_match_annotation_end
23141427,5 ht,1287,1291,100,23141427,5 ht,100,1287,1291
23197773,sr141716a,1979,1988,100,23197773,sr141716a,100,1979,1988
22796428,ahn 2,1734,1739,71,22796428,ahn 2 005,71,1734,1743
23099502,deoxynivalenol,1035,1049,100,23099502,deoxynivalenol,100,1035,1049
23020787,ko143,808,813,100,23020787,ko143,100,808,813
22708620,phytol,345,351,100,22708620,phytol,100,345,351
23164618,dopamine,0,8,100,23164618,dopamine,100,0,8
23111881,taa 300,673,680,60,23111881,taa,60,673,676
22585412,p coumaric acid,951,966,100,22585412,p coumaric acid,100,951,966
23086141,cort,808,812,100,23086141,cort,100,808,812
23107818,dxr,620,623,100,23107818,dxr,100,620,623
23122151,etoac,573,578,100,23122151,etoac,100,573,578
23220145,physodic acid,806,819,100,23220145,physodic acid,100,806,819
22940575,pilocarpine,762,773,100,22940575,pilocarpine,100,762,773
23200943,progesterone,189,201,100,23200943,progesterone,100,189,201
23123664,glutathione,359,370,100,23123664,glutathione,100,359,370
23194548,monosaccharides,807,822,100,23194548,monosaccharides,100,807,822
22400496,bibenzyls,368,377,100,22400496,bibenzyls,100,368,377
23234434,6 methylpyridine 2 carboxylic acid,240,274,100,23234434,6 methylpyridine 2 carboxylic acid,100,240,274
23154194,ddak,618,622,100,23154194,ddak,100,618,622
23136062,nota,225,229,100,23136062,nota,100,225,229
22761042,meoh,445,449,100,22761042,meoh,100,445,449
23201337,oxytocin,1192,1200,100,23201337,oxytocin,100,1192,1200
23194828,ketanserin,745,755,100,23194828,ketanserin,100,745,755
23210777,taxanes,474,481,100,23210777,taxanes,100,474,481
23154194,transkarbam,628,639,88,23154194,transkarbam 12,88,628,642
23152191,δ 9 thc,762,770,100,23152191,δ 9 thc,100,762,770
22616933,astaxanthin,768,779,100,22616933,astaxanthin,100,768,779
22765351,gtk,31,34,100,22765351,gtk,100,31,34
23237835,epoxyeicosatrienoic acids,166,191,100,23237835,epoxyeicosatrienoic acids,100,166,191
23185042,6 methyl isoxanthopterin,233,257,100,23185042,6 methyl isoxanthopterin,100,233,257
22876943,chalcones,174,183,100,22876943,chalcones,100,174,183
23093494,ca 2 ,103,110,100,23093494,ca 2 ,100,103,109
23190297,phenobarbital ,881,895,96,23190297,phenobarbital,96,881,894
22521210,estrogens,952,961,100,22521210,estrogens,100,952,961
22986947,a438079,1141,1148,100,22986947,a438079,100,1141,1148
23059508,aluminum,0,8,100,23059508,aluminum,100,0,8
23212047,dgtp,518,522,100,23212047,dgtp,100,518,522
23182087,nkta,665,669,100,23182087,nkta,100,665,669
23199987,phenylethylamine,852,868,100,23199987,phenylethylamine,100,852,868
23085122,scopolamine,567,578,100,23085122,scopolamine,100,567,578
22732147,melamine,734,742,100,22732147,melamine,100,734,742
23129783,skin,80,84,20,23129783,sulfur,20,75,81
23194541,catechins,1663,1672,100,23194541,catechins,100,1663,1672
23159886,nac,135,138,100,23159886,nac,100,135,138
23238642,arsenic,11,18,100,23238642,arsenic,100,11,18
23123664,homocysteine,1313,1325,100,23123664,homocysteine,100,1313,1325
23159330,rapamycin,410,419,100,23159330,rapamycin,100,410,419
23256531,c 60,513,517,89,23256531,c 60 ,89,513,518
23017398,ochratoxin a,83,95,100,23017398,ochratoxin a,100,83,95
22790339,urea,1054,1058,100,22790339,urea,100,1054,1058
23078954,don,1258,1261,100,23078954,don,100,1258,1261
23220512,polyacetylenes,139,153,100,23220512,polyacetylenes,100,139,153
23238642,cu 2 ,519,525,100,23238642,cu 2 ,100,519,525
23123664,gsh,739,742,100,23123664,gsh,100,739,742
22982248,mk 801,1155,1161,100,22982248,mk 801,100,1155,1161
22898566,dha,967,970,100,22898566,dha,100,967,970
23047828,pathogenesis,126,138,43,23047828,aldosterone,43,127,138
23017390,tyrosol,468,475,100,23017390,tyrosol,100,468,475
22400496,bibenzyls,298,307,100,22400496,bibenzyls,100,298,307
23207323,apomorphine,1200,1211,100,23207323,apomorphine,100,1200,1211
23182739,tannins,119,126,100,23182739,tannins,100,119,126
23060276,zinc,1213,1217,100,23060276,zinc,100,1213,1217
22864849,glutathione,543,554,100,22864849,glutathione,100,543,554
23172734,2 2 5 5 polychlorinated biphenyl,969,1003,100,23172734,2 2 5 5 polychlorinated biphenyl,100,969,1003
23228341,review,4,10,25,23228341,organotins,25,0,10
23089250,hg,2018,2020,100,23089250,hg,100,2018,2020
23240995,silicon,220,227,100,23240995,silicon,100,220,227
23085522,pcb 153,1676,1683,100,23085522,pcb 153,100,1676,1683
23256708, hinokiresinol,461,478,100,23256708, hinokiresinol,100,461,478
23111803,difenoconazole,457,471,100,23111803,difenoconazole,100,457,471
23238299,chelidonine,1434,1445,100,23238299,chelidonine,100,1434,1445
23167531,darexaban,1058,1067,100,23167531,darexaban,100,1058,1067
23142073,stx,1723,1726,100,23142073,stx,100,1723,1726
23220035,dep,1121,1124,33,23220035,bbp,33,1125,1128
23168114,stp,1517,1520,100,23168114,stp,100,1517,1520
22813627,monoisononyl phthalate glucuronide,420,454,100,22813627,monoisononyl phthalate glucuronide,100,420,454
22494026,isoliquiritigenin,254,271,100,22494026,isoliquiritigenin,100,254,271
22982776,histidine tag,472,485,82,22982776,histidine,82,472,481
23103569,s propargyl cysteine,810,830,100,23103569,s propargyl cysteine,100,810,830
22982218,pj34,154,158,100,22982218,pj34,100,154,158
23024204,spmtrien,1168,1176,100,23024204,spmtrien,100,1168,1176
22986947,apap,891,895,100,22986947,apap,100,891,895
23200942,sarin,1167,1172,100,23200942,sarin,100,1167,1172
23205740,sarin,1321,1326,100,23205740,sarin,100,1321,1326
23219683,pb,1164,1166,100,23219683,pb,100,1164,1166
23220614,nac,1236,1239,100,23220614,nac,100,1236,1239
23160481,tsh camp,948,956,67,23160481,camp,67,952,956
23164616,ethanol,918,925,100,23164616,ethanol,100,918,925
22480349,pentacyclic triterpenoids,16,41,100,22480349,pentacyclic triterpenoids,100,16,41
23146755,carvacrol,901,910,100,23146755,carvacrol,100,901,910
23159886,gsh,1096,1099,100,23159886,gsh,100,1096,1099
23253427,iron carbonyls,1365,1379,100,23253427,iron carbonyls,100,1365,1379
23134558,retrospective study,16,35,12,23134558,levonorgestrel,12,16,30
23089250,se,2150,2152,100,23089250,se,100,2150,2152
23153668,pll,677,680,100,23153668,pll,100,677,680
23164619,glucose,1748,1755,100,23164619,glucose,100,1748,1755
22352409,sulforaphane,163,175,100,22352409,sulforaphane,100,163,175
23219683,pb,170,172,100,23219683,pb,100,170,172
22438091,sinensetin,184,194,100,22438091,sinensetin,100,184,194
23137956,selenite,445,453,100,23137956,selenite,100,445,453
23111886,creatinine,769,779,100,23111886,creatinine,100,769,779
22372659,ajugol,304,310,100,22372659,ajugol,100,304,310
23147987,pcb,894,897,100,23147987,pcb,100,894,897
23001363,nacl,51,55,100,23001363,nacl,100,51,55
23246732,pb,32,34,100,23246732,pb,100,32,34
23201337,oxytocin,158,166,100,23201337,oxytocin,100,158,166
22703292,dpph,92,96,100,22703292,dpph,100,92,96
23111876,dpcpx,1136,1141,100,23111876,dpcpx,100,1136,1141
23238103,estrogen,1621,1629,100,23238103,estrogen,100,1621,1629
23200888,thiazole zn,400,411,84,23200888,thiazole,84,400,408
22438103,ethanol,381,388,100,22438103,ethanol,100,381,388
23202134,pb,380,382,100,23202134,pb,100,380,382
22491024,lu af21934,939,949,100,22491024,lu af21934,100,939,949
23240995,silicon,1153,1160,100,23240995,silicon,100,1153,1160
23044094,8 methoxypsoralen,1269,1286,100,23044094,8 methoxypsoralen,100,1269,1286
23010360,gs967,1712,1717,100,23010360,gs967,100,1712,1717
23210742,ohac,493,497,100,23210742,ohac,100,493,497
23036111,alkyl,62,67,100,23036111,alkyl,100,62,67
22400496,bibenzyls,170,179,100,22400496,bibenzyls,100,170,179
22564442, baclofen,1128,1139,100,22564442, baclofen,100,1128,1139
23122070,europetin 3 o rhamnoside,166,190,100,23122070,europetin 3 o rhamnoside,100,166,190
22694127,ibuprofen s,1418,1429,90,22694127,ibuprofen,90,1418,1427
23099502,deoxynivalenol,788,802,100,23099502,deoxynivalenol,100,788,802
23223499,17β estradiol,150,163,100,23223499,17β estradiol,100,150,163
23229057,n,587,588,100,23229057,n,100,589,590
23249265,silicon,960,967,100,23249265,silicon,100,960,967
23017411,β cd,600,604,100,23017411,β cd,100,600,604
23180684,mehg,1166,1170,100,23180684,mehg,100,1166,1170
23022048,lag,753,756,100,23022048,lag,100,753,756
23178950,dox,1372,1375,100,23178950,dox,100,1372,1375
23099502,t 2,872,875,100,23099502,t 2,100,872,875
23143803,pyrene,255,261,100,23143803,pyrene,100,255,261
23238784,dmso,1334,1338,100,23238784,dmso,100,1334,1338
23190297,bp 3,265,269,100,23190297,bp 3,100,265,269
23123771,ser198,1044,1050,67,23123771,ser,67,1044,1047
22864849,luteolin,179,187,100,22864849,luteolin,100,179,187
23201371,nlx,871,874,100,23201371,nlx,100,871,874
23143912,zeolite,133,140,100,23143912,zeolite,100,133,140
22864849,protoporphyrin,981,995,85,22864849,zinc protoporphyrin,85,976,995
23085382,minocycline,793,804,100,23085382,minocycline,100,793,804
23246797,pioglitazone,521,533,100,23246797,pioglitazone,100,521,533
23058251,organophosphates,171,187,100,23058251,organophosphates,100,171,187
23085522,dde,953,956,100,23085522,dde,100,953,956
23151004,cholesterol,197,208,100,23151004,cholesterol,100,197,208
23061623,xanthones,271,280,100,23061623,xanthones,100,271,280
23142073,stx,1084,1087,100,23142073,stx,100,1084,1087
23247545,cd,575,577,100,23247545,cd,100,575,577
23245695,cisplatin,970,979,100,23245695,cisplatin,100,970,979
23142599,dioxin,434,440,100,23142599,dioxin,100,434,440
23157632,dopamine,47,55,100,23157632,dopamine,100,47,55
23123771,nitrogen,1010,1018,100,23123771,nitrogen,100,1010,1018
22438091,sinensetin,980,990,100,22438091,sinensetin,100,980,990
23127916,imatinib,93,101,100,23127916,imatinib,100,93,101
23199996,k,91,92,100,23199996,k,100,91,92
23231410,sulfonic acid,905,918,100,23231410,sulfonic acid,100,905,918
22708657,caryolane sesquiterpene,6,29,100,22708657,caryolane sesquiterpene,100,6,29
22813627,testosterone,652,664,100,22813627,testosterone,100,652,664
23106203,glutamate,1782,1791,100,23106203,glutamate,100,1782,1791
23194548,uronic acid,762,773,100,23194548,uronic acid,100,762,773
23194542,carbendazim,91,102,100,23194542,carbendazim,100,91,102
23084158,magnesium nitrate,126,143,100,23084158,magnesium nitrate,100,126,143
23202371,graphene,186,194,100,23202371,graphene,100,186,194
22765351,hydrogen atom,478,491,76,22765351,hydrogen,76,478,486
23201092,gnih,728,732,100,23201092,gnih,100,728,732
23159986,2 propanol,999,1009,100,23159986,2 propanol,100,999,1009
23200255,kca 1490,106,114,100,23200255,kca 1490,100,106,114
23168114,bzd,638,641,100,23168114,bzd,100,638,641
23234434,lla,1428,1431,100,23234434,lla,100,1428,1431
23065141,fluorine,1454,1462,100,23065141,fluorine,100,1454,1462
23206276,rdb,1238,1241,100,23206276,rdb,100,1238,1241
23079545,arginine,4,12,100,23079545,arginine,100,4,12
22830954,concentrations,7,21,24,22830954,clopidogrel,24,11,22
23210780,oleanane,40,48,100,23210780,oleanane,100,40,48
22708620,1 1 diphenyl 2 picrylhydrazyl,586,615,100,22708620,1 1 diphenyl 2 picrylhydrazyl,100,586,615
22961095,ro32,1245,1249,62,22961095,ro32 0432,62,1245,1254
22883213,phe p ome,489,498,95,22883213,phe p ome ,95,489,499
23232079,citalopram,74,84,100,23232079,citalopram,100,74,84
23091188,rtv,853,856,100,23091188,rtv,100,853,856
23078954,tylosin,1736,1743,100,23078954,tylosin,100,1736,1743
22703341,feroniellides,112,125,87,22703341,feroniellides c e,87,112,129
23111876,amitriptyline,201,214,100,23111876,amitriptyline,100,201,214
23171424,propane,158,165,100,23171424,propane,100,158,165
23253427,co,926,928,100,23253427,co,100,926,928
23256625,rosuvastatin,418,430,100,23256625,rosuvastatin,100,418,430
23228886,thp,302,305,100,23228886,thp,100,302,305
23213199,h 2 o 2 ,637,645,100,23213199,h 2 o 2 ,100,637,645
23014761,erlotinib,620,629,100,23014761,erlotinib,100,620,629
23085331,tlm,1239,1242,100,23085331,tlm,100,1239,1242
23256525,sch 3,674,679,91,23256525,sch 3 ,91,674,680
23085436,ldl cholesterol,395,410,85,23085436,cholesterol,85,399,410
23089250,hg,707,709,100,23089250,hg,100,707,709
23206276,rhodamine b,990,1001,100,23206276,rhodamine b,100,990,1001
23010565,oam,858,861,100,23010565,oam,100,858,861
23249384,hepes,759,764,100,23249384,hepes,100,759,764
23212047,guanosine,312,321,100,23212047,guanosine,100,312,321
23161646,graphene,847,855,100,23161646,graphene,100,847,855
23219683,fe,539,541,100,23219683,fe,100,539,541
23022271,nmda,307,311,100,23022271,nmda,100,307,311
23165858,cacl2,431,436,100,23165858,cacl2,100,431,436
23199987,histamine,412,421,100,23199987,histamine,100,412,421
23194513,polyphenol,1067,1077,100,23194513,polyphenol,100,1067,1077
23207055,dmp,405,408,100,23207055,dmp,100,405,408
23123249,pimp,659,663,100,23123249,pimp,100,659,663
23197773,r npa,2671,2680,100,23197773,r npa,100,2671,2680
22577972,pentacyclic triterpenes,245,268,100,22577972,pentacyclic triterpenes,100,245,268
22553909,hp β cd,1055,1062,100,22553909,hp β cd,100,1055,1062
23200942,sarin,841,846,100,23200942,sarin,100,841,846
23148024,pahs,261,265,100,23148024,pahs,100,261,265
22439867,aceton,0,6,100,22439867,aceton,100,0,6
23219702, sattabacin,590,604,100,23219702, sattabacin,100,590,604
23179349,zinc,1492,1496,100,23179349,zinc,100,1492,1496
23201927,sal b,826,831,100,23201927,sal b,100,826,831
23017398,ochratoxin a,307,319,100,23017398,ochratoxin a,100,307,319
23253427,co,269,271,100,23253427,co,100,269,271
22830954,sibutramine,25,36,48,22830954,clarithromycin,48,27,41
22401710,ketoprofen,309,319,100,22401710,ketoprofen,100,309,319
23135549,cd 4,1399,1403,67,23135549,cd,67,1399,1401
23019138,am1241,1283,1289,100,23019138,am1241,100,1283,1289
22465815,dopamine,1236,1244,100,22465815,dopamine,100,1236,1244
22995584,hoechst 33258,416,429,100,22995584,hoechst 33258,100,416,429
23091188,tca,1482,1485,100,23091188,tca,100,1482,1485
22887780,lysine,1343,1349,100,22887780,lysine,100,1343,1349
22705273,cortical,3,11,50,22705273,chloride,50,7,15
23078954,tylosin,1596,1603,100,23078954,tylosin,100,1596,1603
23104246,arsenite,449,457,100,23104246,arsenite,100,449,457
22966073,glutamate 836,863,876,82,22966073,glutamate,82,863,872
22961095,cyclophosphamide,161,177,100,22961095,cyclophosphamide,100,161,177
23201180,ethyl 4 methylthio m tolyl isopropylphosphoramidate,12,63,100,23201180,ethyl 4 methylthio m tolyl isopropylphosphoramidate,100,12,63
22931187,ptz601,575,581,100,22931187,ptz601,100,575,581
23195733,quinolines,307,317,100,23195733,quinolines,100,307,317
22992332,d cycloserine,21,34,100,22992332,d cycloserine,100,21,34
23197773,am411,1786,1791,100,23197773,am411,100,1786,1791
23220512,gkb,509,512,100,23220512,gkb,100,509,512
23187618,mesoporous,86,96,35,23187618,organosilicas,35,83,96
23122121,betulinic acid,1021,1035,100,23122121,betulinic acid,100,1021,1035
23022324,naaso 2,962,969,93,23022324,naaso 2 ,93,962,970
22864849,chrysin,1413,1420,100,22864849,chrysin,100,1413,1420
23168114,stp,1142,1145,100,23168114,stp,100,1142,1145
22273350,1 8 cineol,543,553,100,22273350,1 8 cineol,100,543,553
23215051,znse znmgse,148,159,71,23215051,znmgse,71,153,159
23146761,egcg,278,282,100,23146761,egcg,100,278,282
23246578,boc2,724,728,100,23246578,boc2,100,724,728
23020788, 14 c abiraterone acetate,28,53,100,23020788, 14 c abiraterone acetate,100,28,53
23197773,methamphetamine,2099,2114,100,23197773,methamphetamine,100,2099,2114
23111881,taa,133,136,100,23111881,taa,100,133,136
23194529,d fagomine,881,891,100,23194529,d fagomine,100,881,891
23220035,bbp,503,506,100,23220035,bbp,100,503,506
23093496,adp,894,897,100,23093496,adp,100,894,897
23207056,dhba,881,885,100,23207056,dhba,100,881,885
23147987,pcb,644,647,100,23147987,pcb,100,644,647
22956632,gdc 0152,845,853,100,22956632,gdc 0152,100,845,853
23167812,poly da dt dna,708,723,88,23167812,poly da dt ,88,708,719
23164619,mla,1415,1418,100,23164619,mla,100,1415,1418
22400496,flavonoid,192,201,100,22400496,flavonoid,100,192,201
23195751,estrogen,33,41,100,23195751,estrogen,100,33,41
22813627,minp,286,290,100,22813627,minp,100,286,290
23089250,mehg,2486,2490,100,23089250,mehg,100,2486,2490
23136062,al 3 ,54,60,100,23136062,al 3 ,100,54,60
23196670,2 3 7 8 tetrachlorodibenzo p dioxin,40,75,100,23196670,2 3 7 8 tetrachlorodibenzo p dioxin,100,40,75
23179409,chl,737,740,75,23179409,chl a,75,737,742
23153668,pll,235,238,100,23153668,pll,100,235,238
22443216,δ 3 carene,785,795,100,22443216,δ 3 carene,100,785,795
23205668,inp,27,30,100,23205668,inp,100,27,30
22856387,tm 25659,933,941,100,22856387,tm 25659,100,933,941
22312035,afm1,241,245,100,22312035,afm1,100,241,245
22690834,adefovir dipivoxil,159,177,100,22690834,adefovir dipivoxil,100,159,177
22961095,acrolein,382,390,100,22961095,acrolein,100,382,390
23103224,cisplatin,139,148,100,23103224,cisplatin,100,139,148
23020787,mk571,840,845,100,23020787,mk571,100,840,845
23132866,ser 186,839,846,60,23132866,ser,60,839,842
23065141,calcium flux,1849,1861,74,23065141,calcium,74,1849,1856
23212963,carbon,1519,1525,100,23212963,carbon,100,1519,1525
23200255, 6 7 methoxy 2 trifluoromethyl pyrazolo 1 5 a pyridin 4 yl 5 methyl 4 5 dihydropyridazin 3 2h one,0,104,100,23200255, 6 7 methoxy 2 trifluoromethyl pyrazolo 1 5 a pyridin 4 yl 5 methyl 4 5 dihydropyridazin 3 2h one,100,0,104
23167531,n demethyl darexaban,1110,1130,100,23167531,n demethyl darexaban,100,1110,1130
23149118,atrazine,390,398,100,23149118,atrazine,100,390,398
23026138,hydroxysteroids,285,300,100,23026138,hydroxysteroids,100,285,300
22493952,carboxylic acid,117,132,100,22493952,carboxylic acid,100,117,132
23200732,estrogen,267,275,100,23200732,estrogen,100,267,275
22732147,melamine,161,169,100,22732147,melamine,100,161,169
22956628,arsenic,1451,1458,100,22956628,arsenic,100,1451,1458
23103569,sulforaphane,669,681,100,23103569,sulforaphane,100,669,681
23214973,pva,341,344,100,23214973,pva,100,341,344
23059794,pfos,289,293,100,23059794,pfos,100,289,293
23111950,mg,514,516,100,23111950,mg,100,514,516
22472136,cadmium,36,43,100,22472136,cadmium,100,36,43
22301814,arsenic,879,886,100,22301814,arsenic,100,879,886
22273350,γ cadinene,522,532,100,22273350,γ cadinene,100,522,532
23107818,doxorubicin,102,113,100,23107818,doxorubicin,100,102,113
23085522,hcb,545,548,100,23085522,hcb,100,545,548
23220616,cysteine,465,473,100,23220616,cysteine,100,465,473
23199996,fatty acids,500,511,100,23199996,fatty acids,100,500,511
22790339,carbon,393,399,100,22790339,carbon,100,393,399
23044094,sds,1341,1344,100,23044094,sds,100,1341,1344
23143912,silicate,474,482,100,23143912,silicate,100,474,482
23201051,methacryloyl sulfadimethoxines,573,603,100,23201051,methacryloyl sulfadimethoxines,100,573,603
23122102,phenolic glycosides,559,578,100,23122102,phenolic glycosides,100,559,578
22992376,caffeine,929,937,100,22992376,caffeine,100,929,937
23190033,flavonoids,494,504,100,23190033,flavonoids,100,494,504
23123225,β asarone,585,594,100,23123225,β asarone,100,585,594
23122070,myricetin 3 o rhamnoside,140,164,100,23122070,myricetin 3 o rhamnoside,100,140,164
22554350,vitamin e,547,556,100,22554350,vitamin e,100,547,556
23103569,s allyl cysteine,792,808,100,23103569,s allyl cysteine,100,792,808
23150428,retinoic acid,1050,1063,100,23150428,retinoic acid,100,1050,1063
23169609,selective inhibitor,65,84,31,23169609,ertugliflozin,31,70,83
23179349,iron,889,893,100,23179349,iron,100,889,893
23136062,nota,1047,1051,100,23136062,nota,100,1047,1051
23052191,melamine,2211,2219,100,23052191,melamine,100,2211,2219
23256625,simvastatin,382,393,100,23256625,simvastatin,100,382,393
22372659,harpagide,270,279,100,22372659,harpagide,100,270,279
23132629,enaminones,16,26,100,23132629,enaminones,100,16,26
22691108,aromadendrine,374,387,100,22691108,aromadendrine,100,374,387
23237733,isoliquiritigenin,0,17,100,23237733,isoliquiritigenin,100,0,17
23245513,mcnd,600,604,100,23245513,mcnd,100,600,604
23174144,copper,22,28,100,23174144,copper,100,22,28
23157627,glutamate,581,590,100,23157627,glutamate,100,581,590
22761042,methanol,289,297,100,22761042,methanol,100,289,297
23174144,cuso 4,1549,1555,92,23174144,cuso 4 ,92,1549,1556
23152189,tcdd,1054,1058,100,23152189,tcdd,100,1054,1058
23220512,gkb,320,323,100,23220512,gkb,100,320,323
23055540,ino 8875,1561,1569,100,23055540,ino 8875,100,1561,1569
23219324,sesquiterpenoid quinones,139,163,100,23219324,sesquiterpenoid quinones,100,139,163
23247545,ni,591,593,50,23247545,zn,50,587,589
23190033,phenol,1193,1199,100,23190033,phenol,100,1193,1199
23078954,tylosin,1419,1426,100,23078954,tylosin,100,1419,1426
22876953,2 o acetyl adp ribose,1115,1137,100,22876953,2 o acetyl adp ribose,100,1115,1137
22424051,anthraquinone,152,165,100,22424051,anthraquinone,100,152,165
23142559,tiotropium,618,628,100,23142559,tiotropium,100,618,628
23017411,rutin,411,416,100,23017411,rutin,100,411,416
23219324,amino acid,172,182,100,23219324,amino acid,100,172,182
23146755,thapsigargin,770,782,100,23146755,thapsigargin,100,770,782
23108979,ethyl ethanoate,15,30,100,23108979,ethyl ethanoate,100,15,30
22765351,atk,688,691,100,22765351,atk,100,688,691
22564442,mmpip,855,860,100,22564442,mmpip,100,855,860
23055445,al,339,341,100,23055445,al,100,339,341
23044094,promethazine,1217,1229,100,23044094,promethazine,100,1217,1229
23174748,prostaglandin e 2 ,884,902,100,23174748,prostaglandin e 2 ,100,884,902
23238642,ni 2 etc,535,545,77,23238642,ni 2 ,77,535,541
23194828,gamma aminobutyric acid,1296,1319,100,23194828,gamma aminobutyric acid,100,1296,1319
23220037,dox,1493,1496,100,23220037,dox,100,1493,1496
23220618,img,778,781,100,23220618,img,100,778,781
23017390,p cumaric acid,220,234,100,23017390,p cumaric acid,100,220,234
23078954,don,557,560,100,23078954,don,100,557,560
23194548,ethanol,114,121,100,23194548,ethanol,100,114,121
23197773,am411,1539,1544,100,23197773,am411,100,1539,1544
22800435,nias,699,703,100,22800435,nias,100,699,703
23199989,β damascenone,677,690,100,23199989,β damascenone,100,677,690
23240995,sin x,1374,1379,91,23240995,sin x ,91,1374,1380
23146750,pfoa,609,613,100,23146750,pfoa,100,609,613
23064325,itra,758,762,100,23064325,itra,100,758,762
22564442, 3 h gaba,235,245,100,22564442, 3 h gaba,100,235,245
22381584,glutamate,508,517,100,22381584,glutamate,100,508,517
22694127,ibuprofen,448,457,100,22694127,ibuprofen,100,448,457
23078954,bentonite,1722,1731,100,23078954,bentonite,100,1722,1731
23142599,17α ethynylestradiol,687,707,100,23142599,17α ethynylestradiol,100,687,707
23249384,thf,1151,1154,100,23249384,thf,100,1151,1154
23084047,glutathione,657,668,100,23084047,glutathione,100,657,668
23172734,nc 60,25,30,91,23172734,nc 60 ,91,25,31
22847135,naringin,1324,1332,100,22847135,naringin,100,1324,1332
23143926,phortress,111,120,100,23143926,phortress,100,111,120
22591127,c18 2,763,768,100,22591127,c18 2,100,763,768
23084046,tio 2 bulk,321,332,75,23084046,tio 2 ,75,321,327
23205740,sarin,1228,1233,100,23205740,sarin,100,1228,1233
23253427,corm 307,478,486,100,23253427,corm 307,100,478,486
23220290,sdc,605,608,100,23220290,sdc,100,605,608
23020788,abiraterone,523,534,100,23020788,abiraterone,100,523,534
23143619,acetaminophen,714,727,100,23143619,acetaminophen,100,714,727
22554350,vitamin,143,150,88,22554350,vitamin e,88,143,152
23085122,oximes,140,146,100,23085122,oximes,100,140,146
23111803,thiram,1668,1674,100,23111803,thiram,100,1668,1674
23194542,6 ba,1176,1180,100,23194542,6 ba,100,1176,1180
23022048,gaba,1062,1066,100,23022048,gaba,100,1062,1066
22813627,mhinp,370,375,100,22813627,mhinp,100,370,375
23179753,methylmercury,698,711,100,23179753,methylmercury,100,698,711
23194541,aerated,7,14,11,23194541,polyphenols,11,6,17
23178632,amiodarone,1147,1157,100,23178632,amiodarone,100,1147,1157
23143037,ibu,1664,1667,100,23143037,ibu,100,1664,1667
23103569,indomethacin,974,986,100,23103569,indomethacin,100,974,986
23190297,skf 525 a,577,586,100,23190297,skf 525 a,100,577,586
23177260,tmt,867,870,100,23177260,tmt,100,867,870
23111950,mg,845,847,100,23111950,mg,100,845,847
23103351,testosterone,1744,1756,100,23103351,testosterone,100,1744,1756
23157634,glu,263,266,100,23157634,glu,100,263,266
22312035,afm1,52,56,100,22312035,afm1,100,52,56
23059508,alcl 3,1274,1280,92,23059508,alcl 3 ,92,1274,1281
23204111,tcdd,1070,1074,100,23204111,tcdd,100,1070,1074
23238642,as 3 ,1052,1058,100,23238642,as 3 ,100,1052,1058
22591175,2 hydroxypropyl β cyclodextrin,218,248,100,22591175,2 hydroxypropyl β cyclodextrin,100,218,248
22986488,fgf 23,29,35,24,22986488,1 25 oh 2 d,24,24,36
23234434,6 1 piperidinyl pyridine 3 carboxlic acid,324,366,100,23234434,6 1 piperidinyl pyridine 3 carboxlic acid,100,324,366
23169609, 14 c ertugliflozin,180,201,100,23169609, 14 c ertugliflozin,100,180,201
22876784,meg,265,268,100,22876784,meg,100,265,268
23199987,tryptamine,840,850,100,23199987,tryptamine,100,840,850
23146695,puerarin,61,69,100,23146695,puerarin,100,61,69
23127540,sulfur,1100,1106,100,23127540,sulfur,100,1100,1106
23201927,ato,38,41,100,23201927,ato,100,38,41
23084046,titanium dioxide,66,82,100,23084046,titanium dioxide,100,66,82
22712554,n α methyl n δ hydroxy n δ formylornithine,436,478,100,22712554,n α methyl n δ hydroxy n δ formylornithine,100,436,478
22495969,phytoecdysteroids,0,17,100,22495969,phytoecdysteroids,100,0,17
23123662,oxaliplatin,1125,1136,100,23123662,oxaliplatin,100,1125,1136
23020787,gemifloxacin,1069,1081,100,23020787,gemifloxacin,100,1069,1081
23154194,alanine,198,205,100,23154194,alanine,100,198,205
22703341,feroniellides a c,423,440,100,22703341,feroniellides a c,100,423,440
23249276,citroflavonoid,266,280,100,23249276,citroflavonoid,100,266,280
23190297,sulfaphenazole,769,783,100,23190297,sulfaphenazole,100,769,783
23204111,tcdd,1678,1682,100,23204111,tcdd,100,1678,1682
23099502,deoxynivalenol,1148,1162,100,23099502,deoxynivalenol,100,1148,1162
23211363,ari,1022,1025,100,23211363,ari,100,1022,1025
22691039,bromophenol,244,255,100,22691039,bromophenol,100,244,255
23220641,ack,119,122,100,23220641,ack,100,119,122
23246732,pb,1000,1002,100,23246732,pb,100,1000,1002
23177260,tmt,481,484,100,23177260,tmt,100,481,484
23103351,l leucine,1502,1511,100,23103351,l leucine,100,1502,1511
22577972,pentacyclic triterpene,604,626,100,22577972,pentacyclic triterpene,100,604,626
23238642,arsenite,1219,1227,100,23238642,arsenite,100,1219,1227
23150493,free fatty acid,792,807,80,23150493,fatty acid,80,797,807
23085095,1 2 pyrimidinyl piperazine,1038,1065,100,23085095,1 2 pyrimidinyl piperazine,100,1038,1065
22610748,sch,519,522,100,22610748,sch,100,519,522
23172726,meayamycin b,215,227,100,23172726,meayamycin b,100,215,227
23190297,nadph,136,141,100,23190297,nadph,100,136,141
23084046,tio 2 ,792,798,100,23084046,tio 2 ,100,792,798
